id,date_of_accident_gpt-5-mini,date_of_accident_grok-4-fast-non-reasoning,date_of_accident_DeepSeek-R1-0528,date_of_accident_final_value,date_of_accident_confidence,num_people_involved_gpt-5-mini,num_people_involved_grok-4-fast-non-reasoning,num_people_involved_DeepSeek-R1-0528,num_people_involved_final_value,num_people_involved_confidence,num_drivers_gpt-5-mini,num_drivers_grok-4-fast-non-reasoning,num_drivers_DeepSeek-R1-0528,num_drivers_final_value,num_drivers_confidence,driver_ages_gpt-5-mini,driver_ages_grok-4-fast-non-reasoning,driver_ages_DeepSeek-R1-0528,driver_ages_final_value,driver_ages_confidence,driver_genders_gpt-5-mini,driver_genders_grok-4-fast-non-reasoning,driver_genders_DeepSeek-R1-0528,driver_genders_final_value,driver_genders_confidence,injury_severities_gpt-5-mini,injury_severities_grok-4-fast-non-reasoning,injury_severities_DeepSeek-R1-0528,injury_severities_final_value,injury_severities_confidence,num_vehicles_involved_gpt-5-mini,num_vehicles_involved_grok-4-fast-non-reasoning,num_vehicles_involved_DeepSeek-R1-0528,num_vehicles_involved_final_value,num_vehicles_involved_confidence,vehicle_types_gpt-5-mini,vehicle_types_grok-4-fast-non-reasoning,vehicle_types_DeepSeek-R1-0528,vehicle_types_final_value,vehicle_types_confidence,road_conditions_gpt-5-mini,road_conditions_grok-4-fast-non-reasoning,road_conditions_DeepSeek-R1-0528,road_conditions_final_value,road_conditions_confidence,human_factors_gpt-5-mini,human_factors_grok-4-fast-non-reasoning,human_factors_DeepSeek-R1-0528,human_factors_final_value,human_factors_confidence,infrastructure_gpt-5-mini,infrastructure_grok-4-fast-non-reasoning,infrastructure_DeepSeek-R1-0528,infrastructure_final_value,infrastructure_confidence,road_name_gpt-5-mini,road_name_grok-4-fast-non-reasoning,road_name_DeepSeek-R1-0528,road_name_final_value,road_name_confidence,locality_gpt-5-mini,locality_grok-4-fast-non-reasoning,locality_DeepSeek-R1-0528,locality_final_value,locality_confidence
3255,,2025-02-01 00:00:00+00:00,,2025-02-01 00:00:00+00:00,0.33,2,3,,2,0.33,3,3,,3,0.67,"[34, 59, 30]","[34, 59, 30]",,"[34, 59, 30]","['0.67', '0.67', '0.67']","['male', 'male', 'male']","['male', 'male', 'male']",,"['male', 'male', 'male']","['0.67', '0.67', '0.67']","['grievous', 'grievous']","['grievous', 'grievous', 'none']",,"['grievous', 'grievous', 'none']","['0.67', '0.67', '0.33']",3,3,,3,0.67,"['car', 'motorcycle', 'car']","['car', 'motorcycle', 'car']",,"['car', 'motorcycle', 'car']","['0.67', '0.67', '0.67']",[],[''],,[''],['0.33'],[],[''],,[''],['0.33'],[],[''],,[''],['0.33'],Hal Farrug Street; Rue D'Argens,Hal Farrug Street,,Hal Farrug Street; Rue D'Argens,0.33,Luqa and Gzira,Luqa,,Luqa and Gzira,0.33
3408,,2025-01-25 00:00:00+00:00,,2025-01-25 00:00:00+00:00,0.33,1,2,2,2,0.67,2,2,2,2,1,"[46, None]","[46, 0]","[46, None]","[46, None]","['1.00', '0.67']","['male', 'na']","['male', '']","['male', 'na']","['male', 'na']","['1.00', '0.67']","['slight', 'none']","['grievous', 'none']","['', 'none']","['slight', 'none']","['0.33', '1.00']",2,2,2,2,1,"['motorcycle', 'car']","['motorcycle', 'car']","['motorcycle', 'car']","['motorcycle', 'car']","['1.00', '1.00']",[],[''],[],[''],['0.33'],[],[''],[],[''],['0.33'],[],['highway'],[],['highway'],['0.33'],Coast Road near Salini,Coast Road,Coast Road,Coast Road,0.67,St Paul's Bay,Salina,St Paul’S Bay,St Paul's Bay,0.33
3423,,2025-01-23 20:15:00+00:00,,2025-01-23 20:15:00+00:00,0.33,1,1,,1,0.67,1,1,,1,0.67,[36],[36],,[36],['0.67'],['male'],['male'],,['male'],['0.67'],['dead'],['dead'],,['dead'],['0.67'],1,1,,1,0.67,['motorcycle'],['motorcycle'],,['motorcycle'],['0.67'],[],[''],,[''],['0.33'],[],[''],,[''],['0.33'],[],['tunnel'],,['tunnel'],['0.33'],,Triq Mikiel Anton Vassalli,,Triq Mikiel Anton Vassalli,0.33,Msida,Msida,,Msida,0.67
3442,,2025-01-23 20:15:00+00:00,2025-01-24 20:15:00+00:00,2025-01-23 20:15:00+00:00,0.33,1,1,1,1,1,1,1,1,1,1,[36],[36],[36],[36],['1.00'],['male'],['male'],['male'],['male'],['1.00'],['dead'],['dead'],['dead'],['dead'],['1.00'],1,1,1,1,1,['motorcycle'],['motorcycle'],['motorcycle'],['motorcycle'],['1.00'],[],[''],[],[''],['0.33'],[],[''],[],[''],['0.33'],['tunnel'],['tunnel'],['tunnel'],['tunnel'],['1.00'],Triq Mikiel Anton Vassalli,Triq Mikiel Anton Vassalli,Triq Mikiel Anton Vassalli,Triq Mikiel Anton Vassalli,1,Msida,Msida,Msida,Msida,1
3456,,2025-01-23 18:00:00+00:00,2025-01-23 18:00:00+00:00,2025-01-23 18:00:00+00:00,0.67,2,2,2,2,1,2,2,2,2,1,"[47, 51]","[47, 51]","[47, 51]","[47, 51]","['1.00', '1.00']","['male', 'male']","['male', 'male']","['na', 'na']","['male', 'male']","['0.67', '0.67']","['grievous', 'none']","['grievous', 'none']","['grievous', '']","['grievous', 'none']","['1.00', '0.67']",2,2,2,2,1,"['car', 'motorcycle']","['car', 'motorcycle']","['car', 'motorcycle']","['car', 'motorcycle']","['1.00', '1.00']",[],[''],[],[''],['0.33'],[],[''],[],[''],['0.33'],[],[''],[],[''],['0.33'],Rudolph Street,Rudolph Street,Rudolph Street,Rudolph Street,1,Sliema,Sliema,Sliema,Sliema,1
3551,,2025-01-16 10:15:00+00:00,2025-01-16 10:15:00+00:00,2025-01-16 10:15:00+00:00,0.67,2,2,2,2,1,2,2,2,2,1,"[34, 45]","[45, 34]","[45, 34]","[45, 34]","['0.67', '0.67']","['male', 'female']","['female', 'male']","['female', 'male']","['female', 'male']","['0.67', '0.67']","['grievous', 'none']","['grievous', 'none']","['none', 'grievous']","['grievous', 'none']","['0.67', '0.67']",2,2,2,2,1,"['motorcycle', 'car']","['car', 'motorcycle']","['car', 'motorcycle']","['car', 'motorcycle']","['0.67', '0.67']",[],[''],[],[''],['0.33'],[],[''],[],[''],['0.33'],[],[''],[],[''],['0.33'],Triq il-Fortizza tal-Mosta,Triq il-Fortizza tal-Mosta,Triq il-Fortizza tal-Mosta,Triq il-Fortizza tal-Mosta,1,Naxxar,Naxxar,Naxxar,Naxxar,1
3558,,2023-10-28 00:00:00+00:00,,2023-10-28 00:00:00+00:00,0.33,,2,,2,0.33,,1,,1,0.33,,[44],,[44],['0.33'],,['male'],,['male'],['0.33'],,"['dead', 'none']",,"['dead', 'none']","['0.33', '0.33']",,2,,2,0.33,,"['car', 'pedestrian']",,"['car', 'pedestrian']","['0.33', '0.33']",,[''],,[''],['0.33'],,[''],,[''],['0.33'],,['tunnel'],,['tunnel'],['0.33'],,Regional Road,,Regional Road,0.33,,St Julian's,,St Julian's,0.33
3586,,2025-01-15 16:45:00+00:00,2025-01-15 16:45:00+00:00,2025-01-15 16:45:00+00:00,0.67,2,2,2,2,1,1,1,1,1,1,[36],[36],[36],[36],['1.00'],['na'],['male'],['na'],['na'],['0.67'],"['slight', 'none']","['grievous', 'none']","['slight', 'none']","['slight', 'none']","['0.67', '1.00']",1,2,1,1,0.67,['car'],"['car', 'pedestrian']",['car'],"['car', 'pedestrian']","['1.00', '0.33']",[],[''],[],[''],['0.33'],[],[''],[],[''],['0.33'],[],[''],[],[''],['0.33'],Triq Ġuże' Howard / Triq Għar Id-Dud,Triq Guze' Howard,Triq Guze' Howard and Triq Ghar Id-Dud,Triq Ġuże' Howard / Triq Għar Id-Dud,0.33,Sliema,Sliema,Sliema,Sliema,1
3588,,2023-10-28 00:00:00+00:00,,2023-10-28 00:00:00+00:00,0.33,1,2,,1,0.33,1,1,,1,0.67,[44],[44],,[44],['0.67'],['na'],['male'],,['na'],['0.33'],['dead'],"['dead', 'none']",,"['dead', 'none']","['0.67', '0.33']",1,2,,1,0.33,['car'],"['car', 'pedestrian']",,"['car', 'pedestrian']","['0.67', '0.33']",[],[''],,[''],['0.33'],[],[''],,[''],['0.33'],['tunnel'],['tunnel'],,['tunnel'],['0.67'],Regional Road tunnels,Regional Road,,Regional Road tunnels,0.33,St Julian's,St Julian's,,St Julian's,0.67
3601,,2025-01-15 08:00:00+00:00,,2025-01-15 08:00:00+00:00,0.33,2,2,,2,0.67,2,2,,2,0.67,"[21, 30]","[21, 30]",,"[21, 30]","['0.67', '0.67']","['male', 'male']","['male', 'male']",,"['male', 'male']","['0.67', '0.67']","['grievous', 'slight']","['grievous', 'grievous']",,"['grievous', 'slight']","['0.67', '0.33']",2,3,,2,0.33,"['motorcycle', 'motorcycle']","['motorcycle', 'car', 'motorcycle']",,"['motorcycle', 'motorcycle', 'motorcycle']","['0.67', '0.33', '0.33']",[],[''],,[''],['0.33'],[],[''],,[''],['0.33'],[],[''],,[''],['0.33'],Anton Cassar Street; Tal-Barrani Road,Anton Cassar Street,,Anton Cassar Street; Tal-Barrani Road,0.33,Marsa,Marsa,,Marsa,0.67
3653,,2022-09-24 00:00:00+00:00,,2022-09-24 00:00:00+00:00,0.33,,3,,3,0.33,,1,,1,0.33,,[22],,[22],['0.33'],,['male'],,['male'],['0.33'],,"['dead', 'slight', 'slight']",,"['dead', 'slight', 'slight']","['0.33', '0.33', '0.33']",,1,,1,0.33,,['car'],,['car'],['0.33'],,[''],,[''],['0.33'],,[''],,[''],['0.33'],,[''],,[''],['0.33'],,Triq il-Madliena,,Triq il-Madliena,0.33,,Swieqi,,Swieqi,0.33
3671,,2025-01-09 11:00:00+00:00,2025-01-09 11:00:00+00:00,2025-01-09 11:00:00+00:00,0.67,2,2,2,2,1,1,1,1,1,1,[56],[56],[56],[56],['1.00'],['female'],['female'],['female'],['female'],['1.00'],"['slight', 'grievous']","['grievous', 'slight']","['slight', 'grievous']","['slight', 'grievous']","['0.67', '0.67']",1,1,1,1,1,['car'],['car'],['car'],['car'],['1.00'],[],[''],[],[''],['0.33'],[],[''],[],[''],['0.33'],[],[''],[],[''],['0.33'],Triq Għeriexem,Triq Gheriexem,Triq Gheriexem,Triq Gheriexem,0.67,Rabat,Rabat,Rabat,Rabat,1
3704,,2025-01-06 21:00:00+00:00,,2025-01-06 21:00:00+00:00,0.33,1,1,,1,0.67,1,1,,1,0.67,[25],[25],,[25],['0.67'],['male'],['male'],,['male'],['0.67'],['dead'],['dead'],,['dead'],['0.67'],1,1,,1,0.67,['car'],['car'],,['car'],['0.67'],[],[''],,[''],['0.33'],[],['speeding'],,['speeding'],['0.33'],[],[''],,[''],['0.33'],Mdina Road,Mdina Road,,Mdina Road,0.67,Attard,Attard,,Attard,0.67
3740,,2025-01-06 21:00:00+00:00,2025-01-06 21:00:00+00:00,2025-01-06 21:00:00+00:00,0.67,1,1,1,1,1,1,1,1,1,1,[25],[25],[25],[25],['1.00'],['male'],['male'],['male'],['male'],['1.00'],['dead'],['dead'],['dead'],['dead'],['1.00'],1,1,1,1,1,['car'],['car'],['car'],['car'],['1.00'],[],[''],[],[''],['0.33'],[],['speeding'],['speeding'],['speeding'],['0.67'],[],[''],[],[''],['0.33'],Mdina Road,Mdina Road,Mdina Road,Mdina Road,1,Attard,Attard,Attard,Attard,1
3747,,2025-01-06 21:00:00+00:00,2025-01-06 21:00:00+00:00,2025-01-06 21:00:00+00:00,0.67,1,1,1,1,1,1,1,1,1,1,[25],[25],[25],[25],['1.00'],['male'],['male'],['male'],['male'],['1.00'],['dead'],['dead'],['dead'],['dead'],['1.00'],1,1,1,1,1,['car'],['car'],['car'],['car'],['1.00'],[],[''],[],[''],['0.33'],[],['speeding'],['speeding'],['speeding'],['0.67'],[],[''],[],[''],['0.33'],Mdina Road,Mdina Road,Mdina Road,Mdina Road,1,Attard,Attard,Attard,Attard,1
3749,,2025-01-06 20:00:00+00:00,2025-01-06 20:00:00+00:00,2025-01-06 20:00:00+00:00,0.67,2,3,3,3,0.67,1,1,1,1,1,[20],[20],[20],[20],['1.00'],['female'],['female'],['female'],['female'],['1.00'],"['critical', 'grievous']","['critical', 'grievous', 'none']","['critical', 'grievous', 'none']","['critical', 'grievous', 'none']","['1.00', '1.00', '0.67']",1,2,1,1,0.67,['truck'],"['pickup', 'pedestrian']",['truck'],"['truck', 'pedestrian']","['0.67', '0.33']",[],[''],[],[''],['0.33'],[],[''],[],[''],['0.33'],[],[''],[],[''],['0.33'],Triq Hompesch,Triq Hompesch,Triq Hompesh,Triq Hompesch,0.67,Fgura,Fgura,Fgura,Fgura,1
3766,,2025-01-05 07:00:00+00:00,2025-01-05 07:00:00+00:00,2025-01-05 07:00:00+00:00,0.67,3,3,3,3,1,2,2,2,2,1,"[72, 28]","[72, 28]","[72, 28]","[72, 28]","['1.00', '1.00']","['male', 'male']","['male', 'male']","['male', 'male']","['male', 'male']","['1.00', '1.00']","['grievous', 'grievous', 'slight']","['grievous', 'grievous', 'slight']","['grievous', 'grievous', 'slight']","['grievous', 'grievous', 'slight']","['1.00', '1.00', '1.00']",2,2,2,2,1,"['car', 'car']","['car', 'car']","['car', 'car']","['car', 'car']","['1.00', '1.00']",[],[''],[],[''],['0.33'],[],[''],[],[''],['0.33'],[],['highway'],[],['highway'],['0.33'],Birkirkara bypass,Birkirkara bypass,Birkirkara bypass,Birkirkara bypass,1,Birkirkara,Birkirkara,Birkirkara,Birkirkara,1
3834,,2006-12-17 00:00:00+00:00,,2006-12-17 00:00:00+00:00,0.33,,2,,2,0.33,,2,,2,0.33,,"[0, 0]",,"[0, 0]","['0.33', '0.33']",,"['', '']",,"['', '']","['0.33', '0.33']",,"['grievous', 'none']",,"['grievous', 'none']","['0.33', '0.33']",,2,,2,0.33,,"['car', 'car']",,"['car', 'car']","['0.33', '0.33']",,[''],,[''],['0.33'],,[''],,[''],['0.33'],,[''],,[''],['0.33'],,Triq il-Mithna,,Triq il-Mithna,0.33,,Qormi,,Qormi,0.33
3861,,2022-09-24 00:00:00+00:00,,2022-09-24 00:00:00+00:00,0.33,,3,,3,0.33,,1,,1,0.33,,[22],,[22],['0.33'],,['male'],,['male'],['0.33'],,"['dead', 'slight', 'slight']",,"['dead', 'slight', 'slight']","['0.33', '0.33', '0.33']",,1,,1,0.33,,['car'],,['car'],['0.33'],,[''],,[''],['0.33'],,[''],,[''],['0.33'],,[''],,[''],['0.33'],,Triq il-Madliena,,Triq il-Madliena,0.33,,Swieqi,,Swieqi,0.33
3885,,2024-12-27 07:45:00+00:00,,2024-12-27 07:45:00+00:00,0.33,1,1,1,1,1,1,1,1,1,1,[36],[36],[36],[36],['1.00'],['male'],['male'],['male'],['male'],['1.00'],['grievous'],['grievous'],['grievous'],['grievous'],['1.00'],1,1,1,1,1,['car'],['car'],['car'],['car'],['1.00'],[],[''],[],[''],['0.33'],[],[''],[],[''],['0.33'],[],[''],[],[''],['0.33'],Triq Dicembru Tlettax,Triq Dicembru Tlettax,Triq Dicembru Tlettax,Triq Dicembru Tlettax,1,Marsa,Marsa,Marsa,Marsa,1
3900,,2024-12-27 12:00:00+00:00,,2024-12-27 12:00:00+00:00,0.33,1,2,2,2,0.67,2,2,2,2,1,"[62, 25]","[25, 62]","[62, 25]","[62, 25]","['0.67', '0.67']","['female', 'na']","['male', 'female']","['female', 'na']","['female', 'na']","['0.67', '0.67']","['grievous', 'none']","['serious', 'serious']","['grievous', 'none']","['grievous', 'none']","['0.67', '0.67']",2,2,2,2,1,"['motorcycle', 'truck']","['truck', 'motorcycle']","['motorcycle', 'truck']","['motorcycle', 'truck']","['0.67', '0.67']",[],[''],[],[''],['0.33'],[],[''],[],[''],['0.33'],[],[''],[],[''],['0.33'],Triq il-Hotba,Triq il-Hotba,Triq il-Hotba,Triq il-Hotba,1,Żejtun,Zejtun,Zejtun,Zejtun,0.67
3910,,2024-12-23 10:30:00+00:00,,2024-12-23 10:30:00+00:00,0.33,1,2,2,2,0.67,2,2,2,2,1,"[37, 39]","[37, 39]","[37, 39]","[37, 39]","['1.00', '1.00']","['male', 'female']","['male', 'female']","['na', 'female']","['male', 'female']","['0.67', '1.00']","['dead', 'none']","['dead', 'slight']","['dead', 'none']","['dead', 'none']","['1.00', '0.67']",2,2,2,2,1,"['bus', 'van']","['bus', 'van']","['bus', 'van']","['bus', 'van']","['1.00', '1.00']",[],[''],[],[''],['0.33'],[],[''],[],[''],['0.33'],[],['highway'],[],['highway'],['0.33'],Regional Road,Regional Road,Regional Road,Regional Road,1,,,,,0
3938,,2024-12-23 10:30:00+00:00,,2024-12-23 10:30:00+00:00,0.33,2,2,2,2,1,2,2,2,2,1,"[37, 39]","[37, 39]","[37, 39]","[37, 39]","['1.00', '1.00']","['male', 'female']","['male', 'female']","['na', 'female']","['male', 'female']","['0.67', '1.00']","['critical', 'none']","['critical', 'slight']","['critical', 'none']","['critical', 'none']","['1.00', '0.67']",2,2,2,2,1,"['bus', 'van']","['bus', 'van']","['bus', 'van']","['bus', 'van']","['1.00', '1.00']",[],[''],[],[''],['0.33'],[],[''],[],[''],['0.33'],"['highway', 'tunnel']",['highway'],[],"['tunnel', 'highway']","['0.33', '0.67']",Regional Road,Regional Road,Regional Road,Regional Road,1,,,,,0
3964,,2024-12-22 09:30:00+00:00,,2024-12-22 09:30:00+00:00,0.33,4,4,4,4,1,4,4,4,4,1,"[31, 40, 29, 27]","[31, 40, 29, 27]","[31, 40, 29, 27]","[31, 40, 29, 27]","['1.00', '1.00', '1.00', '1.00']","['male', 'male', 'male', 'female']","['male', 'male', 'male', 'female']","['male', 'male', 'male', 'female']","['male', 'male', 'male', 'female']","['1.00', '1.00', '1.00', '1.00']","['slight', 'grievous', 'none', 'none']","['slight', 'serious', 'none', 'none']","['slight', 'grievous', 'none', 'none']","['slight', 'grievous', 'none', 'none']","['1.00', '0.67', '1.00', '1.00']",4,4,4,4,1,"['motorcycle', 'motorcycle', 'motorcycle', 'car']","['motorcycle', 'motorcycle', 'motorcycle', 'car']","['motorcycle', 'motorcycle', 'motorcycle', 'car']","['motorcycle', 'motorcycle', 'motorcycle', 'car']","['1.00', '1.00', '1.00', '1.00']",[],[''],[],[''],['0.33'],[],[''],[],[''],['0.33'],[],[''],[],[''],['0.33'],Triq is-Salini,Triq is-Salina,Triq is-Salina,Triq is-Salina,0.67,St Paul's Bay,Salina,St Paul's Bay,St Paul's Bay,0.67
3966,,2024-12-22 10:15:00+00:00,,2024-12-22 10:15:00+00:00,0.33,2,2,2,2,1,1,2,2,2,0.67,[25],"[25, 0]","[13, 25]","[25, 0]","['0.67', '0.33']",['na'],"['female', '']","['female', 'na']","['female', '']","['0.67', '0.33']","['grievous', 'none']","['grievous', 'none']","['grievous', 'none']","['grievous', 'none']","['1.00', '1.00']",2,2,2,2,1,"['car', 'bicycle']","['car', 'bicycle']","['bicycle', 'car']","['car', 'bicycle']","['0.67', '0.67']",[],[''],[],[''],['0.33'],[],[''],[],[''],['0.33'],[],[''],[],[''],['0.33'],Triq Sir Philip Pullicino,Triq Sir Philip Pullicino,Triq Sir Philip Pullicino,Triq Sir Philip Pullicino,1,Mtarfa,Mtarfa,Mtarfa,Mtarfa,1
3976,,2024-12-20 11:30:00+00:00,,2024-12-20 11:30:00+00:00,0.33,2,2,,2,0.67,2,2,,2,0.67,"[43, 44]","[43, 44]",,"[43, 44]","['0.67', '0.67']","['male', 'male']","['male', 'male']",,"['male', 'male']","['0.67', '0.67']","['grievous', 'grievous']","['serious', 'serious']",,"['grievous', 'grievous']","['0.33', '0.33']",2,2,,2,0.67,"['car', 'car']","['car', 'car']",,"['car', 'car']","['0.67', '0.67']",[],[''],,[''],['0.33'],[],[''],,[''],['0.33'],[],[''],,[''],['0.33'],,Triq in-Naxxar,,Triq in-Naxxar,0.33,Birkirkara and Sliema,Birkirkara,,Birkirkara and Sliema,0.33
3989,,2024-12-19 00:00:00+00:00,,2024-12-19 00:00:00+00:00,0.33,2,2,2,2,1,2,2,2,2,1,"[None, None]","[0, 0]","[None, None]","[None, None]","['0.67', '0.67']","['na', 'na']","['', '']","['na', 'na']","['na', 'na']","['0.67', '0.67']","['none', 'none']","['none', 'none']","['none', 'none']","['none', 'none']","['1.00', '1.00']",2,2,2,2,1,"['bus', 'car']","['car', 'bus']","['bus', 'car']","['bus', 'car']","['0.67', '0.67']",[],[''],[],[''],['0.33'],[],[''],[],[''],['0.33'],['residential_road'],[''],[],"['residential_road', '']","['0.33', '0.33']",Triq Dicembru Tlettax,Triq Dicembru Tlettax,Triq Dicembru Tlettax,Triq Dicembru Tlettax,1,Blata l-Bajda,Blata l-Bajda,Blata l-Bajda,Blata l-Bajda,1
3991,,2024-12-20 00:00:00+00:00,,2024-12-20 00:00:00+00:00,0.33,1,1,1,1,1,1,1,1,1,1,[30],[30],[30],[30],['1.00'],['female'],['female'],['female'],['female'],['1.00'],['grievous'],['serious'],['grievous'],['grievous'],['0.67'],1,1,1,1,1,['motorcycle'],['motorcycle'],['motorcycle'],['motorcycle'],['1.00'],[],[''],[],[''],['0.33'],[],[''],[],[''],['0.33'],[],[''],[],[''],['0.33'],Tul il-Kosta,Tul il-Kosta,Tul il-Kosta,Tul il-Kosta,1,Naxxar,Naxxar,Naxxar,Naxxar,1
4007,,2024-12-11 17:00:00+00:00,,2024-12-11 17:00:00+00:00,0.33,1,1,,1,0.67,1,1,,1,0.67,[54],[54],,[54],['0.67'],['male'],['male'],,['male'],['0.67'],['dead'],['dead'],,['dead'],['0.67'],1,2,,1,0.33,['motorcycle'],"['motorcycle', '']",,"['motorcycle', '']","['0.67', '0.33']",['obstructed'],[''],,"['obstructed', '']","['0.33', '0.33']",[],[''],,[''],['0.33'],['highway'],['highway'],,['highway'],['0.67'],St Paul's Bay bypass,St Paul's Bay bypass,,St Paul's Bay bypass,0.67,St Paul's Bay,St Paul's Bay,,St Paul's Bay,0.67
4014,,2024-12-17 14:15:00+00:00,,2024-12-17 14:15:00+00:00,0.33,6,5,0,6,0.33,2,2,2,2,1,"[52, 46]","[52, 46]","[52, 46]","[52, 46]","['1.00', '1.00']","['male', 'male']","['male', 'male']","['na', 'na']","['male', 'male']","['0.67', '0.67']","['none', 'none', 'slight', 'slight', 'slight', 'slight']","['slight', 'slight', 'slight', 'grievous', 'grievous']",[],"['none', 'none', 'slight', 'slight', 'slight', 'slight']","['0.33', '0.33', '0.67', '0.33', '0.33', '0.33']",2,2,2,2,1,"['van', 'van']","['van', 'van']","['van', 'van']","['van', 'van']","['1.00', '1.00']",[],[''],[],[''],['0.33'],[],[''],[],[''],['0.33'],[],[''],[],[''],['0.33'],Triq Mons Mikiel Azzopardi,Triq Mons Mikiel Azzopardi,Triq Mons Mikiel Azzopardi,Triq Mons Mikiel Azzopardi,1,Siġġiewi,Siggiewi,Siggiewi,Siggiewi,0.67
4024,,2024-12-11 17:00:00+00:00,,2024-12-11 17:00:00+00:00,0.33,,1,,1,0.33,,1,,1,0.33,,[54],,[54],['0.33'],,['male'],,['male'],['0.33'],,['dead'],,['dead'],['0.33'],,2,,2,0.33,,"['motorcycle', '']",,"['motorcycle', '']","['0.33', '0.33']",,[''],,[''],['0.33'],,[''],,[''],['0.33'],,['highway'],,['highway'],['0.33'],,St Paul's Bay bypass,,St Paul's Bay bypass,0.33,,St Paul's Bay,,St Paul's Bay,0.33
4034,,2024-12-13 19:45:00+00:00,,2024-12-13 19:45:00+00:00,0.33,1,2,2,2,0.67,1,2,1,1,0.67,[50],"[50, 29]",[50],"[50, 29]","['1.00', '0.33']",['male'],"['male', 'male']",['na'],"['male', 'male']","['0.67', '0.33']",['critical'],"['serious', 'grievous']","['grievous', 'none']","['critical', 'grievous']","['0.33', '0.33']",2,2,2,2,1,"['car', 'car']","['car', 'car']","['car', 'car']","['car', 'car']","['1.00', '1.00']",[],[''],[],[''],['0.33'],[],[''],[],[''],['0.33'],[],[''],[],[''],['0.33'],Dawret il-Gudja,Dawret il-Gudja,Dawret il-Gudja,Dawret il-Gudja,1,Gudja,Gudja,Gudja,Gudja,1
4049,,2024-12-15 20:30:00+00:00,,2024-12-15 20:30:00+00:00,0.33,2,2,2,2,1,2,2,2,2,1,"[86, 45]","[86, 45]","[86, 45]","[86, 45]","['1.00', '1.00']","['female', 'male']","['female', 'male']","['female', 'male']","['female', 'male']","['1.00', '1.00']","['grievous', 'none']","['serious', 'grievous']","['none', 'grievous']","['grievous', 'grievous']","['0.33', '0.67']",2,2,2,2,1,"['car', 'motorcycle']","['car', 'motorcycle']","['car', 'motorcycle']","['car', 'motorcycle']","['1.00', '1.00']",[],[''],[],[''],['0.33'],[],[''],[],[''],['0.33'],[],[''],[],[''],['0.33'],Triq l-Imgarr,Triq l-Imgarr,Triq l-Imgarr,Triq l-Imgarr,1,Xewkija,Xewkija,Xewkija,Xewkija,1
4066,,2024-12-13 17:30:00+00:00,,2024-12-13 17:30:00+00:00,0.33,2,3,,2,0.33,2,2,,2,0.67,"[52, 50]","[52, 50]",,"[52, 50]","['0.67', '0.67']","['male', 'male']","['male', 'male']",,"['male', 'male']","['0.67', '0.67']","['critical', 'critical']","['critical', 'critical', 'grievous']",,"['critical', 'critical', 'grievous']","['0.67', '0.67', '0.33']",4,4,,4,0.67,"['car', 'car', 'car', 'car']","['car', 'car', 'car', 'car']",,"['car', 'car', 'car', 'car']","['0.67', '0.67', '0.67', '0.67']",[],[''],,[''],['0.33'],[],[''],,[''],['0.33'],['residential_road'],['residential_road'],,['residential_road'],['0.67'],,Triq il-Marfa,,Triq il-Marfa,0.33,Mellieħa and Gudja,Mellieha,,Mellieħa and Gudja,0.33
4087,,2024-12-11 17:00:00+00:00,,2024-12-11 17:00:00+00:00,0.33,1,1,1,1,1,1,1,1,1,1,[54],[54],[54],[54],['1.00'],['male'],['male'],['male'],['male'],['1.00'],['dead'],['dead'],['dead'],['dead'],['1.00'],1,2,1,1,0.67,['motorcycle'],"['motorcycle', '']",['motorcycle'],"['motorcycle', '']","['1.00', '0.33']",['obstructed'],[''],[],"['obstructed', '']","['0.33', '0.33']",[],[''],[],[''],['0.33'],['highway'],['highway'],[],['highway'],['0.67'],St Paul's Bay bypass,St Paul's Bay bypass,St Paul's Bay bypass,St Paul's Bay bypass,1,St Paul's Bay,St Paul's Bay,St Paul's Bay,St Paul's Bay,1
4093,,2024-12-11 17:00:00+00:00,,2024-12-11 17:00:00+00:00,0.33,1,1,1,1,1,1,1,1,1,1,[54],[54],[54],[54],['1.00'],['male'],['male'],['male'],['male'],['1.00'],['critical'],['critical'],['critical'],['critical'],['1.00'],1,2,1,1,0.67,['motorcycle'],"['motorcycle', '']",['motorcycle'],"['motorcycle', '']","['1.00', '0.33']",['obstructed'],[''],[],"['obstructed', '']","['0.33', '0.33']",[],[''],[],[''],['0.33'],['highway'],['highway'],[],['highway'],['0.67'],St Paul's Bay bypass,St Paul's Bay bypass,St Paul's Bay bypass,St Paul's Bay bypass,1,St Paul's Bay,St Paul's Bay,St Paul's Bay,St Paul's Bay,1
4110,,2024-12-11 17:00:00+00:00,,2024-12-11 17:00:00+00:00,0.33,1,1,1,1,1,1,1,1,1,1,[54],[54],[54],[54],['1.00'],['male'],['male'],['male'],['male'],['1.00'],['grievous'],['dead'],['grievous'],['grievous'],['0.67'],1,2,1,1,0.67,['motorcycle'],"['motorcycle', '']",['motorcycle'],"['motorcycle', '']","['1.00', '0.33']",['obstructed'],[''],[],"['obstructed', '']","['0.33', '0.33']",[],[''],[],[''],['0.33'],['highway'],['highway'],[],['highway'],['0.67'],St Paul's Bay bypass,St Paul's Bay bypass,St Paul's Bay bypass,St Paul's Bay bypass,1,St Paul's Bay,St Paul's Bay,St Paul's Bay,St Paul's Bay,1
